,location,total_sqft,bath,price,bhk
5205,other,1350.0,3.0,77.0,3
5206,other,1180.0,2.0,78.34,3
5207,other,600.0,1.0,50.0,1
5208,other,2300.0,3.0,120.0,3
5209,other,1240.0,2.0,60.0,2
5210,other,1750.0,3.0,120.0,3
5211,other,1230.0,2.0,43.48,2
5212,other,950.0,2.0,44.0,2
5213,other,1045.0,2.0,45.0,2
5214,other,1570.0,3.0,62.0,3
5215,other,1325.0,3.0,57.0,3
5216,other,1202.0,2.0,48.0,2
5217,other,1200.0,2.0,62.5,2
5218,other,425.0,1.0,20.03,1
5219,other,1100.0,2.0,48.0,2
5220,other,1750.0,3.0,85.0,3
5221,other,775.0,2.0,55.0,2
5222,other,1105.0,2.0,58.0,2
5223,other,1602.0,2.0,75.0,3
5224,other,1780.0,3.0,84.83,3
5225,other,1200.0,3.0,95.0,3
5226,other,2500.0,6.0,115.0,7
5227,other,1180.0,2.0,69.0,2
5228,other,1282.0,2.0,87.0,2
5229,other,1611.0,2.0,64.44,3
5230,other,1500.0,2.0,95.0,3
5231,other,530.0,1.0,20.0,1
5232,other,1350.0,2.0,80.0,2
5233,other,1225.0,2.0,53.0,2
5234,other,1141.0,2.0,62.0,2
5235,other,1175.0,2.0,48.27,2
5236,other,950.0,1.0,40.0,1
5237,other,1209.0,2.0,50.0,2
5238,other,4200.0,5.0,225.0,5
5239,other,1800.0,3.0,90.0,3
5240,other,1600.0,4.0,125.0,5
5241,other,1405.0,2.0,70.0,2
5242,other,1480.0,3.0,90.0,3
5243,other,1600.0,3.0,90.0,3
5244,other,1500.0,3.0,115.0,3
5245,other,1824.0,3.0,125.0,3
5246,other,750.0,1.0,56.25,1
5247,other,1060.0,2.0,42.0,2
5248,other,1500.0,3.0,62.0,3
5249,other,1339.0,2.0,55.0,2
5250,other,1600.0,3.0,75.0,3
5251,other,1225.0,2.0,55.11,2
5252,other,1000.0,2.0,50.0,2
5253,other,6000.0,5.0,400.0,4
5254,other,2400.0,3.0,170.0,3
5255,other,1480.0,2.0,65.0,2
5256,other,1500.0,2.0,98.0,3
5257,other,1500.0,3.0,100.0,3
5258,other,1133.0,2.0,55.0,2
5259,other,856.0,2.0,40.0,2
5260,other,14000.0,3.0,800.0,4
5261,other,1384.0,3.0,62.28,3
5262,other,1508.0,3.0,70.25,3
5263,other,2150.0,4.0,80.0,4
5264,other,1250.0,2.0,62.0,2
5265,other,1050.0,2.0,67.0,2
5266,other,1596.0,3.0,105.0,3
5267,other,1800.0,3.0,80.0,3
5268,other,925.0,2.0,48.0,2
5269,other,1395.0,2.0,63.59,2
5270,other,1200.0,3.0,85.0,3
5271,other,1132.0,2.0,67.0,2
5272,other,1262.0,2.0,63.0,2
5273,other,1515.0,3.0,88.0,3
5274,other,1655.0,3.0,86.06,3
5275,other,5000.0,7.0,299.0,7
5276,other,1380.0,2.0,80.0,2
5277,other,1450.0,3.0,65.0,3
5278,other,1200.0,2.0,54.0,2
5279,other,1178.0,2.0,47.0,2
5280,other,3600.0,4.0,300.0,4
5281,other,1595.0,3.0,76.0,3
5282,other,1093.0,2.0,65.0,2
5283,other,1367.0,2.0,62.0,2
5284,other,1535.0,3.0,95.0,3
5285,other,1015.0,2.0,45.0,2
5286,other,1100.0,2.0,62.7,2
5287,other,930.0,2.0,45.0,2
5288,other,1650.0,2.0,80.0,3
5289,other,1240.0,2.0,46.0,3
5290,other,1100.0,2.0,60.0,2
5291,other,1450.0,2.0,85.0,3
5292,other,2000.0,3.0,166.0,4
5293,other,700.0,2.0,27.0,2
5294,other,1050.0,2.0,45.0,2
5295,other,1756.0,3.0,100.0,3
5296,other,1532.0,3.0,92.0,3
5297,other,1650.0,3.0,110.0,3
5298,other,1200.0,2.0,66.0,2
5299,other,1180.0,2.0,48.0,2
5300,other,1525.0,2.0,122.0,3
5301,other,1435.0,3.0,70.0,3
5302,other,1560.0,2.0,66.0,3
5303,other,1070.0,2.0,42.0,2
5304,other,2400.0,3.0,200.0,4
5305,other,1300.0,2.0,60.0,2
5306,other,3040.0,1.0,180.0,2
5307,other,1310.0,2.0,50.0,3
5308,other,1135.0,2.0,68.0,2
5309,other,900.0,2.0,55.0,2
5310,other,1210.0,2.0,62.0,2
5311,other,1464.0,3.0,56.0,3
5312,other,1600.0,3.0,80.0,3
5313,other,1100.0,2.0,50.0,2
5314,other,1269.72,2.0,68.0,2
5315,other,1168.0,3.0,70.0,3
5316,other,2100.0,4.0,155.0,4
5317,other,1300.0,2.0,65.0,2
5318,other,1515.0,3.0,93.93,3
5319,other,2400.0,5.0,85.0,4
5320,other,1243.0,2.0,58.0,2
5321,other,1616.0,3.0,75.0,3
5322,other,2700.0,4.0,214.0,6
5323,other,595.0,1.0,42.0,1
5324,other,1410.0,2.0,67.0,2
5325,other,1254.0,2.0,53.0,2
5326,other,2800.0,7.0,125.0,7
5327,other,1170.0,2.0,86.0,2
5328,other,1000.0,2.0,50.0,2
5329,other,920.0,2.0,35.0,2
5330,other,2400.0,3.0,142.0,4
5331,other,1464.0,3.0,56.0,3
5332,other,2000.0,3.0,85.0,3
5333,other,1670.0,3.0,91.86,3
5334,other,1488.0,3.0,57.0,3
5335,other,1250.0,2.0,80.0,3
5336,other,800.0,2.0,50.0,2
5337,other,1260.0,2.0,58.0,2
5338,other,1250.0,2.0,65.0,2
5339,other,1225.0,2.0,48.0,2
5340,other,1350.0,2.0,80.0,2
5341,other,2000.0,3.0,100.0,3
5342,other,1614.0,3.0,110.0,3
5343,other,1188.0,2.0,73.0,2
5344,other,1480.0,3.0,90.0,3
5345,other,680.0,2.0,42.0,2
5346,other,2400.0,2.0,95.0,2
5347,other,1045.0,2.0,42.0,2
5348,other,955.0,2.0,53.55,2
5349,other,1115.0,2.0,56.87,2
5350,other,1690.0,3.0,75.0,3
5351,other,1068.0,2.0,40.05,2
5352,other,1925.0,3.0,120.0,3
5353,other,650.0,1.0,26.0,1
5354,other,900.0,2.0,45.0,2
5355,other,1550.0,2.0,70.0,3
5356,other,916.0,2.0,42.0,2
5357,other,1358.0,3.0,50.0,3
5358,other,1685.0,2.0,110.0,3
5359,other,850.0,2.0,33.0,2
5360,other,1550.0,3.0,110.0,3
5361,other,500.0,1.0,20.0,1
5362,other,1765.0,3.0,105.0,3
5363,other,1265.0,2.0,70.0,2
5364,other,1012.0,2.0,59.0,2
5365,other,2045.0,4.0,154.0,3
5366,other,581.91,2.0,25.0,1
5367,other,1158.0,2.0,85.0,3
5368,other,925.0,2.0,51.0,2
5369,other,1415.0,2.0,110.0,2
5370,other,1210.0,2.0,60.0,2
5371,other,1100.0,2.0,55.0,2
5372,other,824.0,2.0,60.0,2
5373,other,1340.0,2.0,100.0,3
5374,other,1620.0,2.0,110.0,3
5375,other,1533.0,3.0,115.0,3
5376,other,1560.0,3.0,85.0,3
5377,other,1375.0,2.0,48.06,3
5378,other,1375.0,2.0,85.0,3
5379,other,1095.0,2.0,40.0,2
5380,other,1440.0,2.0,60.33,3
5381,other,1200.0,2.0,49.5,2
5382,other,975.0,2.0,43.0,2
5383,other,2800.0,4.0,200.0,5
5384,other,900.0,2.0,42.0,2
5385,other,1500.0,3.0,88.0,3
5386,other,1010.0,2.0,46.0,2
5387,other,1140.0,2.0,76.0,2
5388,other,1198.0,2.0,84.0,2
5389,other,1370.0,2.0,75.0,2
5390,other,1316.0,2.0,55.5,2
5391,other,1050.0,2.0,43.0,2
5392,other,2400.0,7.0,110.0,6
5393,other,1000.0,1.0,55.0,2
5394,other,1200.0,2.0,50.0,2
5395,other,1313.0,2.0,58.27,2
5396,other,936.0,2.0,42.0,2
5397,other,1050.0,1.0,70.0,1
5398,other,1200.0,2.0,80.0,3
5399,other,1464.0,3.0,56.0,3
5400,other,1256.0,2.0,60.0,2
5401,other,1020.0,2.0,37.0,2
5402,other,830.0,2.0,34.0,2
5403,other,1520.0,2.0,62.0,2
5404,other,400.0,1.0,14.0,1
5405,other,946.0,2.0,38.0,2
5406,other,860.0,1.0,43.0,2
5407,other,1200.0,2.0,70.0,2
5408,other,1700.0,3.0,80.0,3
5409,other,1100.0,2.0,60.0,2
5410,other,1300.0,2.0,79.0,2
5411,other,1311.0,2.0,48.0,2
5412,other,1400.0,2.0,55.0,3
5413,other,1942.0,3.0,102.0,3
5414,other,1000.0,2.0,53.0,2
5415,other,950.0,2.0,45.0,2
5416,other,1022.0,2.0,52.0,2
5417,other,990.0,2.0,44.55,2
5418,other,1533.0,3.0,85.0,3
5419,other,1475.0,3.0,70.0,3
5420,other,1135.0,2.0,55.0,2
5421,other,1452.55,2.0,110.0,2
5422,other,2357.0,3.0,151.0,3
5423,other,1411.0,3.0,91.72,3
5424,other,1200.0,3.0,44.0,2
5425,other,1350.0,2.0,67.5,2
5426,other,1100.0,3.0,78.0,3
5427,other,1240.0,2.0,43.79,2
5428,other,1175.0,2.0,48.27,2
5429,other,4000.0,4.0,170.0,4
5430,other,1945.0,3.0,120.0,3
5431,other,1465.0,2.0,74.72,3
5432,other,1360.0,2.0,59.27,3
5433,other,1150.0,2.0,75.0,3
5434,other,1200.0,3.0,74.0,3
5435,other,1229.0,3.0,86.03,3
5436,other,1030.0,2.0,61.0,2
5437,other,600.0,1.0,32.0,1
5438,other,1520.0,3.0,80.0,3
5439,other,3000.0,4.0,240.0,4
5440,other,1050.0,2.0,38.0,2
5441,other,1315.0,2.0,90.0,2
5442,other,1210.0,2.0,72.0,2
5443,other,30000.0,4.0,2100.0,4
5444,other,1445.0,3.0,64.0,3
5445,other,1170.0,2.0,68.0,2
5446,other,1600.0,2.0,110.0,2
5447,other,955.0,1.0,34.01,2
5448,other,1370.0,2.0,75.0,3
5449,other,1187.0,2.0,45.0,2
5450,other,1100.0,2.0,38.45,2
5451,other,1700.0,3.0,97.0,3
5452,other,1360.0,3.0,55.0,3
5453,other,1100.0,2.0,75.0,2
5454,other,1929.0,3.0,115.0,3
5455,other,3161.0,4.0,214.0,4
5456,other,1020.0,2.0,40.0,2
5457,other,1100.0,2.0,70.0,2
5458,other,1455.0,2.0,56.0,3
5459,other,4200.0,4.0,255.0,4
5460,other,1200.0,2.0,55.0,2
5461,other,700.0,1.0,41.0,1
5462,other,1300.0,2.0,49.0,3
5463,other,1400.0,2.0,67.0,2
5464,other,1200.0,2.0,53.0,2
5465,other,1535.0,3.0,55.0,3
5466,other,3000.0,3.0,250.0,3
5467,other,1100.0,2.0,61.0,2
5468,other,1360.0,2.0,65.0,3
5469,other,1165.0,2.0,75.0,2
5470,other,1272.0,4.0,75.0,3
5471,other,965.0,2.0,45.0,2
5472,other,1000.0,2.0,65.0,3
5473,other,1121.0,2.0,43.72,2
5474,other,1306.0,2.0,58.0,3
5475,other,2401.0,3.0,185.0,3
5476,other,1225.0,2.0,47.0,2
5477,other,1110.0,2.0,51.0,2
5478,other,1300.0,2.0,54.0,2
5479,other,1690.0,3.0,100.0,3
5480,other,799.0,2.0,38.0,2
5481,other,1355.0,3.0,61.0,3
5482,other,1350.0,2.0,90.0,2
5483,other,1460.0,3.0,88.0,3
5484,other,1685.0,3.0,95.0,3
5485,other,800.0,1.0,52.0,1
5486,other,4000.0,5.0,280.0,4
5487,other,1100.0,2.0,53.0,2
5488,other,2000.0,4.0,103.0,5
5489,other,1147.0,2.0,54.0,2
5490,other,2100.0,3.0,75.0,3
5491,other,1215.0,2.0,46.5,3
5492,other,461.82,1.0,31.7,1
5493,other,1500.0,2.0,85.0,3
5494,other,1065.0,2.0,50.0,2
5495,other,1205.0,2.0,42.18,2
5496,other,1260.0,2.0,75.0,2
5497,other,1199.0,2.0,50.0,2
5498,other,12000.0,12.0,525.0,10
5499,other,1950.0,3.0,130.0,3
5500,other,1326.0,2.0,62.17,2
5501,other,2100.0,3.0,170.0,3
5502,other,1991.0,3.0,160.0,3
5503,other,1234.0,2.0,61.0,2
5504,other,1200.0,3.0,66.0,3
5505,other,1069.0,2.0,55.0,2
5506,other,1375.0,2.0,105.0,2
5507,other,1693.0,3.0,108.0,3
5508,other,1160.0,2.0,41.75,2
5509,other,900.0,2.0,45.0,2
5510,other,1175.0,2.0,48.0,2
5511,other,1200.0,2.0,50.0,2
5512,other,1364.0,2.0,70.0,2
5513,other,1150.0,2.0,77.5,3
5514,other,1110.0,2.0,41.0,2
5515,other,1156.0,2.0,49.5,2
5516,other,1058.0,2.0,60.0,2
5517,other,1500.0,2.0,65.0,3
5518,other,1400.0,2.0,65.0,2
5519,other,1166.0,2.0,53.0,2
5520,other,900.0,2.0,46.0,2
5521,other,1190.0,3.0,55.0,3
5522,other,1500.0,3.0,65.0,3
5523,other,1460.0,2.0,73.0,3
5524,other,1080.0,2.0,75.0,3
5525,other,2400.0,2.0,150.0,3
5526,other,1125.0,2.0,75.0,2
5527,other,1596.0,3.0,95.0,3
5528,other,1639.0,3.0,123.0,3
5529,other,920.0,2.0,37.0,2
5530,other,1372.0,2.0,90.0,3
5531,other,885.0,2.0,40.0,2
5532,other,1490.0,2.0,59.6,3
5533,other,1650.0,4.0,99.0,4
5534,other,925.0,2.0,63.0,2
5535,other,1200.0,2.0,79.0,2
5536,other,1570.0,3.0,115.0,3
5537,other,2400.0,6.0,130.0,6
5538,other,1680.0,3.0,85.0,3
5539,other,1464.0,2.0,56.0,2
5540,other,1200.0,2.0,50.0,2
5541,other,705.0,1.0,36.5,1
5542,other,1340.0,3.0,77.0,3
5543,other,1800.0,3.0,70.0,3
5544,other,925.0,2.0,42.0,2
5545,other,1230.0,2.0,57.0,2
5546,other,1100.0,2.0,39.5,2
5547,other,3259.0,3.0,270.0,3
5548,other,3200.0,3.0,190.0,4
5549,other,970.0,2.0,40.0,2
5550,other,596.0,1.0,42.0,1
5551,other,10000.0,16.0,550.0,16
5552,other,1405.0,2.0,70.0,3
5553,other,1800.0,3.0,65.0,3
5554,other,1360.0,2.0,65.0,3
5555,other,985.0,2.0,63.0,2
5556,other,1490.0,2.0,88.0,3
5557,other,620.0,1.0,25.0,2
5558,other,4428.0,4.0,255.0,4
5559,other,1301.0,2.0,55.0,2
5560,other,650.0,1.0,30.0,1
5561,other,1500.0,2.0,89.99,3
5562,other,910.0,1.0,42.0,1
5563,other,2000.0,3.0,85.0,3
5564,other,532.0,1.0,22.49,1
5565,other,1060.0,3.0,62.0,3
5566,other,902.0,2.0,42.0,2
5567,other,1374.0,2.0,70.0,3
5568,other,2145.0,4.0,125.0,4
5569,other,1080.0,2.0,55.0,2
5570,other,1000.0,2.0,80.0,2
5571,other,1240.0,2.0,52.6,2
5572,other,1500.0,2.0,97.0,3
5573,other,1865.0,4.0,140.0,3
5574,other,1200.0,2.0,49.0,2
5575,other,3500.0,4.0,245.0,4
5576,other,1203.0,2.0,59.86,2
5577,other,1600.0,3.0,76.0,3
5578,other,1134.0,2.0,40.0,2
5579,other,1320.0,2.0,73.0,3
5580,other,1100.0,2.0,56.1,2
5581,other,2400.0,5.0,120.0,5
5582,other,675.0,3.0,52.0,2
5583,other,1801.0,3.0,139.0,3
5584,other,1350.0,2.0,65.0,3
5585,other,2400.0,2.0,160.0,2
5586,other,1150.0,2.0,75.0,2
5587,other,1400.0,2.0,62.0,3
5588,other,1488.0,2.0,60.0,3
5589,other,4500.0,9.0,166.0,9
5590,other,1853.0,3.0,82.0,3
5591,other,861.0,2.0,35.0,2
5592,other,1256.0,2.0,62.8,2
5593,other,1390.0,2.0,80.0,3
5594,other,1550.0,2.0,90.0,3
5595,other,1080.0,2.0,39.0,2
5596,other,1500.0,4.0,110.0,4
5597,other,1531.0,3.0,72.0,3
5598,other,1200.0,2.0,55.0,2
5599,other,900.0,2.0,70.0,2
5600,other,750.0,2.0,50.0,1
5601,other,1605.0,2.0,85.0,3
5602,other,1205.0,2.0,60.0,2
5603,other,1200.0,3.0,46.14,2
5604,other,1125.0,2.0,44.0,2
5605,other,1200.0,2.0,70.0,2
5606,other,1904.0,3.0,155.0,3
5607,other,813.0,1.0,39.0,1
5608,other,3884.0,4.0,240.0,4
5609,other,1630.0,2.0,97.78,3
5610,other,2425.0,4.0,173.0,4
5611,other,1150.0,2.0,56.0,2
5612,other,1141.0,2.0,49.0,2
5613,other,936.0,2.0,43.0,2
5614,other,1280.0,2.0,75.0,2
5615,other,500.0,1.0,24.0,1
5616,other,1100.0,2.0,50.0,2
5617,other,1200.0,2.0,100.0,2
5618,other,1265.0,2.0,82.0,3
5619,other,3200.0,5.0,150.0,4
5620,other,1196.0,2.0,56.81,2
5621,other,1850.0,3.0,98.0,3
5622,other,2360.0,4.0,150.0,4
5623,other,1030.0,2.0,77.25,2
5624,other,1512.0,1.0,65.01,2
5625,other,2000.0,3.0,160.0,3
5626,other,1575.0,3.0,93.0,3
5627,other,1300.0,2.0,70.0,3
5628,other,975.0,2.0,50.0,2
5629,other,1380.0,2.0,75.0,2
5630,other,1000.0,2.0,45.0,2
5631,other,1080.0,2.0,45.0,2
5632,other,3100.0,3.0,250.0,3
5633,other,1827.0,3.0,100.0,3
5634,other,1500.0,3.0,95.0,3
5635,other,1180.0,2.0,63.0,2
5636,other,1300.0,3.0,47.0,3
5637,other,1155.0,2.0,60.0,3
5638,other,1540.0,3.0,68.0,3
5639,other,1645.0,3.0,95.0,3
5640,other,1200.0,2.0,55.0,3
5641,other,1097.0,2.0,65.0,2
5642,other,620.0,2.0,22.0,2
5643,other,1355.0,2.0,75.0,2
5644,other,2000.0,3.0,85.0,3
5645,other,1280.0,2.0,49.75,2
5646,other,4200.0,1.0,160.0,2
5647,other,1215.0,2.0,49.85,2
5648,other,1076.0,2.0,52.0,2
5649,other,2080.0,2.0,150.0,2
5650,other,1505.0,2.0,90.0,2
5651,other,1200.0,3.0,95.75,3
5652,other,1810.0,4.0,148.0,3
5653,other,1530.0,2.0,97.0,3
5654,other,1500.0,3.0,70.0,3
5655,other,2000.0,5.0,80.0,4
5656,other,2000.0,3.0,85.0,3
5657,other,1600.0,3.0,72.0,3
5658,other,1400.0,2.0,80.0,2
5659,other,745.0,2.0,50.0,2
5660,other,1460.0,3.0,70.0,3
5661,other,1355.0,2.0,95.0,2
5662,other,833.0,1.0,49.0,1
5663,other,1037.0,2.0,36.28,2
5664,other,1220.0,2.0,68.0,2
5665,other,1545.0,3.0,85.0,3
5666,other,780.0,2.0,35.0,2
5667,other,1350.0,2.0,110.0,2
5668,other,1200.0,2.0,68.0,3
5669,other,1150.0,2.0,49.0,2
5670,other,1096.0,2.0,48.0,2
5671,other,1094.0,2.0,44.0,2
5672,other,1100.0,2.0,49.0,2
5673,other,1200.0,3.0,85.0,3
5674,other,1086.0,2.0,47.5,2
5675,other,1150.0,2.0,74.0,2
5676,other,1440.0,3.0,65.8,3
5677,other,1200.0,2.0,75.0,2
5678,other,1225.0,3.0,60.0,3
5679,other,1550.0,2.0,60.0,3
5680,other,1650.0,3.0,75.0,3
5681,other,1113.0,2.0,46.0,2
5682,other,1800.0,2.0,72.0,3
5683,other,1350.0,4.0,85.0,4
5684,other,935.0,2.0,32.73,2
5685,other,2500.0,5.0,120.0,5
5686,other,1140.0,2.0,52.0,2
5687,other,1050.0,2.0,40.0,2
5688,other,1758.0,3.0,95.0,3
5689,other,909.0,2.0,40.0,3
5690,other,1200.0,3.0,85.0,2
5691,other,1800.0,3.0,140.0,3
5692,other,1000.0,2.0,48.0,2
5693,other,1095.0,2.0,38.52,2
5694,other,2400.0,4.0,200.0,3
5695,other,1645.0,3.0,87.5,3
5696,other,1252.0,2.0,55.0,2
5697,other,2600.0,3.0,140.0,3
5698,other,950.0,2.0,60.0,2
5699,other,2107.0,4.0,95.0,4
5700,other,1450.0,3.0,68.0,3
5701,other,2431.0,3.0,100.0,3
5702,other,1155.0,2.0,56.0,2
5703,other,1450.0,2.0,62.63,2
5704,other,1365.0,3.0,60.0,2
5705,other,1402.0,2.0,85.0,3
5706,other,1550.0,3.0,75.0,3
5707,other,5000.0,4.0,290.0,4
5708,other,2000.0,3.0,85.0,3
5709,other,1100.0,2.0,45.0,2
5710,other,814.0,2.0,55.0,2
5711,other,1100.0,2.0,44.0,2
5712,other,830.0,2.0,37.0,2
5713,other,1590.0,3.0,120.0,3
5714,other,1100.0,2.0,48.0,2
5715,other,1230.0,2.0,53.51,3
5716,other,1450.0,2.0,89.6,3
5717,other,1367.0,2.0,62.0,2
5718,other,1340.0,2.0,77.0,2
5719,other,1745.0,3.0,77.0,3
5720,other,1665.0,3.0,105.0,3
5721,other,1220.0,2.0,48.79,2
5722,other,1210.0,2.0,76.0,2
5723,other,1100.0,2.0,46.0,2
5724,other,1286.0,3.0,67.0,3
5725,other,1141.0,2.0,40.0,2
5726,other,1140.0,2.0,45.0,2
5727,other,1065.0,2.0,58.0,2
5728,other,1082.0,2.0,42.0,3
5729,other,1636.0,3.0,97.0,3
5730,other,1120.0,2.0,40.0,2
5731,other,1200.0,3.0,72.0,3
5732,other,1500.0,2.0,65.0,3
5733,other,1100.0,2.0,47.0,2
5734,other,1000.0,1.0,75.0,2
5735,other,1388.0,3.0,69.99,3
5736,other,1176.0,2.0,44.0,2
5737,other,1170.0,2.0,86.0,2
5738,other,4830.0,5.0,390.0,4
5739,other,1103.0,2.0,55.0,2
5740,other,1600.0,3.0,64.0,3
5741,other,1100.0,2.0,55.0,2
5742,other,2065.0,3.0,130.0,3
5743,other,1250.0,2.0,59.0,2
5744,other,1115.0,2.0,46.0,2
5745,other,1130.0,2.0,52.0,2
5746,other,450.0,1.0,25.0,1
5747,other,1100.0,2.0,85.0,2
5748,other,966.0,2.0,49.0,2
5749,other,4400.0,4.0,350.0,5
5750,other,1550.0,2.0,79.0,3
5751,other,1540.0,2.0,70.0,3
5752,other,1070.0,2.0,38.9,2
5753,other,1041.0,2.0,36.44,2
5754,other,1150.0,2.0,60.0,3
5755,other,1508.0,3.0,75.0,3
5756,other,1110.0,2.0,58.0,2
5757,other,1950.0,3.0,90.0,3
5758,other,1080.0,2.0,62.0,2
5759,other,999.0,2.0,43.66,2
5760,other,1127.0,2.0,55.0,2
5761,other,1200.0,3.0,96.25,3
5762,other,1250.0,2.0,65.0,3
5763,other,2631.0,3.0,200.0,4
5764,other,830.0,2.0,60.0,2
5765,other,1500.0,2.0,88.0,2
5766,other,1518.0,3.0,76.0,3
5767,other,1495.0,2.0,75.0,3
5768,other,856.0,2.0,48.0,2
5769,other,1143.0,2.0,62.0,2
5770,other,600.0,1.0,43.0,1
5771,other,7500.0,4.0,425.0,4
5772,other,925.0,2.0,48.0,2
5773,other,1100.0,2.0,52.0,2
5774,other,1200.0,3.0,70.0,3
5775,other,1016.0,2.0,45.9,2
5776,other,1800.0,3.0,88.0,3
5777,other,1062.0,2.0,47.0,2
5778,other,1477.0,2.0,80.0,3
5779,other,1793.0,3.0,98.0,3
5780,other,620.0,2.0,23.0,2
5781,other,1020.0,2.0,62.0,2
5782,other,1165.0,2.0,47.0,2
5783,other,1100.0,2.0,43.5,2
5784,other,1440.0,4.0,88.0,4
5785,other,2250.0,3.0,113.0,3
5786,other,1200.0,2.0,75.0,3
5787,other,985.0,2.0,55.0,2
5788,other,1700.0,2.0,68.5,3
5789,other,2000.0,4.0,99.0,5
5790,other,1643.0,3.0,75.0,3
5791,other,1030.0,2.0,80.0,2
5792,other,1852.0,2.0,95.0,3
5793,other,1150.0,2.0,69.0,2
5794,other,2600.0,3.0,95.0,4
5795,other,1350.0,2.0,68.0,3
5796,other,1500.0,2.0,90.0,3
5797,other,900.0,2.0,55.0,2
5798,other,850.0,2.0,35.0,2
5799,other,1250.0,2.0,60.0,2
5800,other,970.0,2.0,35.0,2
5801,other,1148.0,2.0,59.0,2
5802,other,1350.0,3.0,60.0,3
5803,other,1100.0,2.0,78.0,2
5804,other,1180.0,2.0,74.0,2
5805,other,4510.0,4.0,200.0,3
5806,other,1540.0,3.0,85.0,3
5807,other,2000.0,3.0,120.0,3
5808,other,2000.0,3.0,145.0,3
5809,other,850.0,2.0,42.0,2
5810,other,2230.0,4.0,130.0,4
5811,other,2200.0,5.0,100.0,4
5812,other,1519.0,3.0,67.23,3
5813,other,3160.0,4.0,206.0,4
5814,other,922.0,2.0,70.0,2
5815,other,1200.0,1.0,65.0,2
5816,other,1442.0,3.0,56.24,3
5817,other,1233.0,2.0,100.0,2
5818,other,1840.0,3.0,85.0,3
5819,other,1100.0,2.0,57.0,2
5820,other,1040.0,2.0,46.79,2
5821,other,1200.0,2.0,53.0,2
5822,other,2050.0,3.0,100.0,4
5823,other,800.0,2.0,30.0,2
5824,other,1936.0,3.0,110.0,3
5825,other,1652.5,3.0,90.0,3
5826,other,2159.0,3.0,110.0,3
5827,other,700.0,2.0,43.0,2
5828,other,1365.0,3.0,99.0,3
5829,other,850.0,2.0,35.0,2
5830,other,708.0,1.0,55.0,2
5831,other,1680.0,3.0,135.0,3
5832,other,990.0,2.0,58.0,2
5833,other,1240.0,2.0,100.0,2
5834,other,1810.0,3.0,118.0,3
5835,other,1265.0,2.0,58.0,2
5836,other,1035.0,2.0,44.0,2
5837,other,2800.0,4.0,100.0,6
5838,other,1430.0,3.0,78.65,3
5839,other,1200.0,2.0,45.0,1
5840,other,1090.0,2.0,45.0,2
5841,other,1260.0,4.0,65.0,4
5842,other,1000.0,2.0,36.0,2
5843,other,1760.0,2.0,116.0,3
5844,other,3317.5,5.0,268.5,4
5845,other,1410.0,2.0,75.0,2
5846,other,2400.0,5.0,93.0,5
5847,other,1200.0,2.0,75.6,3
5848,other,2100.0,4.0,150.0,4
5849,other,1200.0,2.0,52.5,2
5850,other,1539.0,3.0,60.0,3
5851,other,920.0,2.0,46.0,2
5852,other,1550.0,4.0,120.0,4
5853,other,905.0,2.0,50.0,2
5854,other,1455.0,2.0,55.0,3
5855,other,550.0,1.0,23.0,1
5856,other,1060.0,2.0,53.0,2
5857,other,1080.0,2.0,75.0,3
5858,other,1570.0,3.0,78.0,3
5859,other,1537.0,3.0,110.0,3
5860,other,1020.0,2.0,48.0,2
5861,other,1191.0,2.0,90.0,2
5862,other,865.0,2.0,35.11,2
5863,other,2100.0,4.0,90.0,4
5864,other,1000.0,2.0,42.0,2
5865,other,1225.0,2.0,47.0,2
5866,other,830.0,2.0,40.0,2
5867,other,1685.0,3.0,60.0,3
5868,other,827.0,2.0,45.0,2
5869,other,1050.0,2.0,50.0,2
5870,other,1060.0,2.0,49.27,2
5871,other,1261.0,2.0,61.0,2
5872,other,1100.0,2.0,46.0,2
5873,other,3400.0,4.0,190.0,4
5874,other,1180.0,2.0,56.0,2
5875,other,1205.0,2.0,70.0,2
5876,other,1250.0,2.0,58.0,2
5877,other,1424.0,2.0,55.0,3
5878,other,1250.0,3.0,55.0,3
5879,other,2200.0,4.0,160.0,3
5880,other,1230.0,2.0,55.0,2
5881,other,1540.0,3.0,76.0,3
5882,other,1900.0,3.0,155.0,3
5883,other,1200.0,1.0,95.0,2
5884,other,1060.0,2.0,37.0,2
5885,other,1100.0,2.0,61.0,2
5886,other,1942.0,3.0,155.0,3
5887,other,1200.0,4.0,80.0,3
5888,other,1400.0,2.0,60.0,2
5889,other,1330.0,2.0,64.0,2
5890,other,1515.0,3.0,90.0,3
5891,other,1464.0,3.0,56.0,3
5892,other,1206.0,2.0,53.0,2
5893,other,1250.0,2.0,58.0,2
5894,other,625.0,2.0,24.0,2
5895,other,1464.0,2.0,56.0,2
5896,other,1300.0,3.0,64.0,3
5897,other,1200.0,1.0,69.0,1
5898,other,1717.0,3.0,99.0,3
5899,other,2099.0,3.0,95.0,3
5900,other,1200.0,1.0,48.0,1
5901,other,1430.0,2.0,78.65,3
5902,other,2108.0,3.0,85.0,3
5903,other,1190.0,2.0,70.0,2
5904,other,900.0,2.0,41.0,2
5905,other,2690.0,4.0,185.0,4
5906,other,1594.0,3.0,99.0,3
5907,other,1250.0,2.0,68.0,2
5908,other,1290.0,1.0,77.5,2
